country_name,country_code,year,value
BayerUerdingen,AUS,88/89,464
BayernMuenchen,AUT,88/89,1833
Blau-Wei§90Berlin,AZE,88/89,36
BorussiaDortmund,BHS,88/89,1322
BorussiaMoenchengladbach,BHR,88/89,1666
BorussiaNeunkirchen,BGD,88/89,109
Darmstadt98,BRB,88/89,86
DynamoDresden,BLR,88/89,0
EintrachtBraunschweig,BEL,88/89,908
EintrachtFrankfurt,BLZ,88/89,1519
EnergieCottbus,BEN,88/89,0
FCAugsburg,BMU,88/89,0
FCHomburg,BTN,88/89,70
FCIngolstadt04,BOL,88/89,0
FCSt.Pauli,BIH,88/89,85
FortunaDuesseldorf,BWA,88/89,933
FortunaKoeln,BRA,88/89,46
HamburgerSV,VGB,88/89,1621
Hannover96,BRN,88/89,683
HansaRostock,BGR,88/89,0
HerthaBSCBerlin,BFA,88/89,757
KarlsruherSC,BDI,88/89,586
KickersOffenbach,CPV,88/89,368
MeidericherSV,KHM,88/89,176
MSVDuisburg,CMR,88/89,758
Preu§enMuenster,CAN,88/89,34
RBLeipzig,CYM,88/89,0
Rot-Wei§Essen,CAF,88/89,346
Rot-Wei§Oberhausen,TCD,88/89,182
SCFreiburg,CHI,88/89,0
SCPaderborn07,CHL,88/89,31
Schalke04,CHN,88/89,1186
SpVggGreutherFuerth,COL,88/89,0
SpVggUnterhaching,COM,88/89,0
SSVUlm,COD,88/89,0
StuttgarterKickers,COG,88/89,41
SVDarmstadt98,CRI,88/89,0
TasmaniaBerlin,CIV,88/89,15
TennisBorussiaBerlin,HRV,88/89,85
VfBLeipzig,CUB,88/89,0
VfBStuttgart,CUW,88/89,1475
VfLBochum,CYP,88/89,889
VfLWolfsburg,CZE,88/89,0
WaldhofMannheim,DNK,88/89,263
Wattenscheid09,DJI,88/89,0
WerderBremen,DMA,88/89,1454
1.FCKaiserslautern,AFG,89/90,1495
1.FCKoeln,ALB,89/90,1743
1.FCNuernberg,DZA,89/90,755
1.FCSaarbruecken,ASM,89/90,202
1.FSVMainz05,AND,89/90,0
1860Muenchen,AGO,89/90,548
1899Hoffenheim,ATG,89/90,0
AlemanniaAachen,ARG,89/90,140
ArminiaBielefeld,ARM,89/90,301
Bayer04Leverkusen,ABW,89/90,544
BayerUerdingen,AUS,89/90,505
BayernMuenchen,AUT,89/90,1897
Blau-Wei§90Berlin,AZE,89/90,36
BorussiaDortmund,BHS,89/90,1373
BorussiaMoenchengladbach,BHR,89/90,1703
BorussiaNeunkirchen,BGD,89/90,109
Darmstadt98,BRB,89/90,86
DynamoDresden,BLR,89/90,0
EintrachtBraunschweig,BEL,89/90,908
EintrachtFrankfurt,BLZ,89/90,1580
EnergieCottbus,BEN,89/90,0
FCAugsburg,BMU,89/90,0
FCHomburg,BTN,89/90,103
FCIngolstadt04,BOL,89/90,0
FCSt.Pauli,BIH,89/90,116
FortunaDuesseldorf,BWA,89/90,974
FortunaKoeln,BRA,89/90,46
HamburgerSV,VGB,89/90,1660
Hannover96,BRN,89/90,683
HansaRostock,BGR,89/90,0
HerthaBSCBerlin,BFA,89/90,757
KarlsruherSC,BDI,89/90,618
KickersOffenbach,CPV,89/90,368
MeidericherSV,KHM,89/90,176
MSVDuisburg,CMR,89/90,758
Preu§enMuenster,CAN,89/90,34
RBLeipzig,CYM,89/90,0
Rot-Wei§Essen,CAF,89/90,346
Rot-Wei§Oberhausen,TCD,89/90,182
SCFreiburg,CHI,89/90,0
SCPaderborn07,CHL,89/90,31
Schalke04,CHN,89/90,1186
SpVggGreutherFuerth,COL,89/90,0
SpVggUnterhaching,COM,89/90,0
SSVUlm,COD,89/90,0
StuttgarterKickers,COG,89/90,94
SVDarmstadt98,CRI,89/90,0
TasmaniaBerlin,CIV,89/90,15
TennisBorussiaBerlin,HRV,89/90,85
VfBLeipzig,CUB,89/90,0
VfBStuttgart,CUW,89/90,1528
VfLBochum,CYP,89/90,933
VfLWolfsburg,CZE,89/90,0
WaldhofMannheim,DNK,89/90,299
Wattenscheid09,DJI,89/90,0
WerderBremen,DMA,89/90,1503
1.FCKaiserslautern,AFG,90/91,1567
1.FCKoeln,ALB,90/91,1793
1.FCNuernberg,DZA,90/91,795
1.FCSaarbruecken,ASM,90/91,202
1.FSVMainz05,AND,90/91,0
1860Muenchen,AGO,90/91,548
1899Hoffenheim,ATG,90/91,0
AlemanniaAachen,ARG,90/91,140
ArminiaBielefeld,ARM,90/91,301
Bayer04Leverkusen,ABW,90/91,591
BayerUerdingen,AUS,90/91,539
BayernMuenchen,AUT,90/91,1971
Blau-Wei§90Berlin,AZE,90/91,36
BorussiaDortmund,BHS,90/91,1419
BorussiaMoenchengladbach,BHR,90/91,1752
BorussiaNeunkirchen,BGD,90/91,109
Darmstadt98,BRB,90/91,86
DynamoDresden,BLR,90/91,0
EintrachtBraunschweig,BEL,90/91,908
EintrachtFrankfurt,BLZ,90/91,1643
EnergieCottbus,BEN,90/91,0
FCAugsburg,BMU,90/91,0
FCHomburg,BTN,90/91,103
FCIngolstadt04,BOL,90/91,0
FCSt.Pauli,BIH,90/91,149
FortunaDuesseldorf,BWA,90/91,1014
FortunaKoeln,BRA,90/91,46
HamburgerSV,VGB,90/91,1720
Hannover96,BRN,90/91,683
HansaRostock,BGR,90/91,0
HerthaBSCBerlin,BFA,90/91,794
KarlsruherSC,BDI,90/91,664
KickersOffenbach,CPV,90/91,368
MeidericherSV,KHM,90/91,176
MSVDuisburg,CMR,90/91,758
Preu§enMuenster,CAN,90/91,34
RBLeipzig,CYM,90/91,0
Rot-Wei§Essen,CAF,90/91,346
Rot-Wei§Oberhausen,TCD,90/91,182
SCFreiburg,CHI,90/91,0
SCPaderborn07,CHL,90/91,31
Schalke04,CHN,90/91,1186
SpVggGreutherFuerth,COL,90/91,0
SpVggUnterhaching,COM,90/91,0
SSVUlm,COD,90/91,0
StuttgarterKickers,COG,90/91,94
SVDarmstadt98,CRI,90/91,0
TasmaniaBerlin,CIV,90/91,15
TennisBorussiaBerlin,HRV,90/91,85
VfBLeipzig,CUB,90/91,0
VfBStuttgart,CUW,90/91,1585
VfLBochum,CYP,90/91,983
VfLWolfsburg,CZE,90/91,0
WaldhofMannheim,DNK,90/91,299
Wattenscheid09,DJI,90/91,42
WerderBremen,DMA,90/91,1549
1.FCKaiserslautern,AFG,91/92,1625
1.FCKoeln,ALB,91/92,1851
1.FCNuernberg,DZA,91/92,849
1.FCSaarbruecken,ASM,91/92,202
1.FSVMainz05,AND,91/92,0
1860Muenchen,AGO,91/92,548
1899Hoffenheim,ATG,91/92,0
AlemanniaAachen,ARG,91/92,140
ArminiaBielefeld,ARM,91/92,301
Bayer04Leverkusen,ABW,91/92,644
BayerUerdingen,AUS,91/92,539
BayernMuenchen,AUT,91/92,2030
Blau-Wei§90Berlin,AZE,91/92,36
BorussiaDortmund,BHS,91/92,1485
BorussiaMoenchengladbach,BHR,91/92,1789
BorussiaNeunkirchen,BGD,91/92,109
Darmstadt98,BRB,91/92,86
DynamoDresden,BLR,91/92,34
EintrachtBraunschweig,BEL,91/92,908
EintrachtFrankfurt,BLZ,91/92,1719
EnergieCottbus,BEN,91/92,0
FCAugsburg,BMU,91/92,0
FCHomburg,BTN,91/92,103
FCIngolstadt04,BOL,91/92,0
FCSt.Pauli,BIH,91/92,149
FortunaDuesseldorf,BWA,91/92,1055
FortunaKoeln,BRA,91/92,46
HamburgerSV,VGB,91/92,1752
Hannover96,BRN,91/92,683
HansaRostock,BGR,91/92,43
HerthaBSCBerlin,BFA,91/92,794
KarlsruherSC,BDI,91/92,712
KickersOffenbach,CPV,91/92,368
MeidericherSV,KHM,91/92,176
MSVDuisburg,CMR,91/92,801
Preu§enMuenster,CAN,91/92,34
RBLeipzig,CYM,91/92,0
Rot-Wei§Essen,CAF,91/92,346
Rot-Wei§Oberhausen,TCD,91/92,182
SCFreiburg,CHI,91/92,0
SCPaderborn07,CHL,91/92,31
Schalke04,CHN,91/92,1231
SpVggGreutherFuerth,COL,91/92,0
SpVggUnterhaching,COM,91/92,0
SSVUlm,COD,91/92,0
StuttgarterKickers,COG,91/92,94
SVDarmstadt98,CRI,91/92,0
TasmaniaBerlin,CIV,91/92,15
TennisBorussiaBerlin,HRV,91/92,85
VfBLeipzig,CUB,91/92,0
VfBStuttgart,CUW,91/92,1647
VfLBochum,CYP,91/92,1021
VfLWolfsburg,CZE,91/92,0
WaldhofMannheim,DNK,91/92,299
Wattenscheid09,DJI,91/92,92
WerderBremen,DMA,91/92,1593
1.FCKaiserslautern,AFG,92/93,1675
1.FCKoeln,ALB,92/93,1892
1.FCNuernberg,DZA,92/93,879
1.FCSaarbruecken,ASM,92/93,202
1.FSVMainz05,AND,92/93,0
1860Muenchen,AGO,92/93,548
1899Hoffenheim,ATG,92/93,0
AlemanniaAachen,ARG,92/93,140
ArminiaBielefeld,ARM,92/93,301
Bayer04Leverkusen,ABW,92/93,708
BayerUerdingen,AUS,92/93,574
BayernMuenchen,AUT,92/93,2104
Blau-Wei§90Berlin,AZE,92/93,36
BorussiaDortmund,BHS,92/93,1546
BorussiaMoenchengladbach,BHR,92/93,1848
BorussiaNeunkirchen,BGD,92/93,109
Darmstadt98,BRB,92/93,86
DynamoDresden,BLR,92/93,66
EintrachtBraunschweig,BEL,92/93,908
EintrachtFrankfurt,BLZ,92/93,1775
EnergieCottbus,BEN,92/93,0
FCAugsburg,BMU,92/93,0
FCHomburg,BTN,92/93,103
FCIngolstadt04,BOL,92/93,0
FCSt.Pauli,BIH,92/93,149
FortunaDuesseldorf,BWA,92/93,1055
FortunaKoeln,BRA,92/93,46
HamburgerSV,VGB,92/93,1794
Hannover96,BRN,92/93,683
HansaRostock,BGR,92/93,43
HerthaBSCBerlin,BFA,92/93,794
KarlsruherSC,BDI,92/93,772
KickersOffenbach,CPV,92/93,368
MeidericherSV,KHM,92/93,176
MSVDuisburg,CMR,92/93,801
Preu§enMuenster,CAN,92/93,34
RBLeipzig,CYM,92/93,0
Rot-Wei§Essen,CAF,92/93,346
Rot-Wei§Oberhausen,TCD,92/93,182
SCFreiburg,CHI,92/93,0
SCPaderborn07,CHL,92/93,31
Schalke04,CHN,92/93,1273
SpVggGreutherFuerth,COL,92/93,0
SpVggUnterhaching,COM,92/93,0
SSVUlm,COD,92/93,0
StuttgarterKickers,COG,92/93,94
SVDarmstadt98,CRI,92/93,0
TasmaniaBerlin,CIV,92/93,15
TennisBorussiaBerlin,HRV,92/93,85
VfBLeipzig,CUB,92/93,0
VfBStuttgart,CUW,92/93,1703
VfLBochum,CYP,92/93,1066
VfLWolfsburg,CZE,92/93,0
WaldhofMannheim,DNK,92/93,299
Wattenscheid09,DJI,92/93,138
WerderBremen,DMA,92/93,1656
1.FCKaiserslautern,AFG,93/94,1739
1.FCKoeln,ALB,93/94,1941
1.FCNuernberg,DZA,93/94,920
1.FCSaarbruecken,ASM,93/94,202
1.FSVMainz05,AND,93/94,0
1860Muenchen,AGO,93/94,548
1899Hoffenheim,ATG,93/94,0
AlemanniaAachen,ARG,93/94,140
ArminiaBielefeld,ARM,93/94,301
Bayer04Leverkusen,ABW,93/94,768
BayerUerdingen,AUS,93/94,574
BayernMuenchen,AUT,93/94,2172
Blau-Wei§90Berlin,AZE,93/94,36
BorussiaDortmund,BHS,93/94,1595
BorussiaMoenchengladbach,BHR,93/94,1913
BorussiaNeunkirchen,BGD,93/94,109
Darmstadt98,BRB,93/94,86
DynamoDresden,BLR,93/94,99
EintrachtBraunschweig,BEL,93/94,908
EintrachtFrankfurt,BLZ,93/94,1832
EnergieCottbus,BEN,93/94,0
FCAugsburg,BMU,93/94,0
FCHomburg,BTN,93/94,103
FCIngolstadt04,BOL,93/94,0
FCSt.Pauli,BIH,93/94,149
FortunaDuesseldorf,BWA,93/94,1055
FortunaKoeln,BRA,93/94,46
HamburgerSV,VGB,93/94,1842
Hannover96,BRN,93/94,683
HansaRostock,BGR,93/94,43
HerthaBSCBerlin,BFA,93/94,794
KarlsruherSC,BDI,93/94,818
KickersOffenbach,CPV,93/94,368
MeidericherSV,KHM,93/94,176
MSVDuisburg,CMR,93/94,842
Preu§enMuenster,CAN,93/94,34
RBLeipzig,CYM,93/94,0
Rot-Wei§Essen,CAF,93/94,346
Rot-Wei§Oberhausen,TCD,93/94,182
SCFreiburg,CHI,93/94,54
SCPaderborn07,CHL,93/94,31
Schalke04,CHN,93/94,1311
SpVggGreutherFuerth,COL,93/94,0
SpVggUnterhaching,COM,93/94,0
SSVUlm,COD,93/94,0
StuttgarterKickers,COG,93/94,94
SVDarmstadt98,CRI,93/94,0
TasmaniaBerlin,CIV,93/94,15
TennisBorussiaBerlin,HRV,93/94,85
VfBLeipzig,CUB,93/94,32
VfBStuttgart,CUW,93/94,1754
VfLBochum,CYP,93/94,1066
VfLWolfsburg,CZE,93/94,0
WaldhofMannheim,DNK,93/94,299
Wattenscheid09,DJI,93/94,186
WerderBremen,DMA,93/94,1707
1.FCKaiserslautern,AFG,94/95,1797
1.FCKoeln,ALB,94/95,1995
1.FCNuernberg,DZA,94/95,920
1.FCSaarbruecken,ASM,94/95,202
1.FSVMainz05,AND,94/95,0
1860Muenchen,AGO,94/95,589
1899Hoffenheim,ATG,94/95,0
AlemanniaAachen,ARG,94/95,140
ArminiaBielefeld,ARM,94/95,301
Bayer04Leverkusen,ABW,94/95,830
BayerUerdingen,AUS,94/95,611
BayernMuenchen,AUT,94/95,2227
Blau-Wei§90Berlin,AZE,94/95,36
BorussiaDortmund,BHS,94/95,1662
BorussiaMoenchengladbach,BHR,94/95,1979
BorussiaNeunkirchen,BGD,94/95,109
Darmstadt98,BRB,94/95,86
DynamoDresden,BLR,94/95,132
EintrachtBraunschweig,BEL,94/95,908
EintrachtFrankfurt,BLZ,94/95,1873
EnergieCottbus,BEN,94/95,0
FCAugsburg,BMU,94/95,0
FCHomburg,BTN,94/95,103
FCIngolstadt04,BOL,94/95,0
FCSt.Pauli,BIH,94/95,149
FortunaDuesseldorf,BWA,94/95,1055
FortunaKoeln,BRA,94/95,46
HamburgerSV,VGB,94/95,1885
Hannover96,BRN,94/95,683
HansaRostock,BGR,94/95,43
HerthaBSCBerlin,BFA,94/95,794
KarlsruherSC,BDI,94/95,869
KickersOffenbach,CPV,94/95,368
MeidericherSV,KHM,94/95,176
MSVDuisburg,CMR,94/95,873
Preu§enMuenster,CAN,94/95,34
RBLeipzig,CYM,94/95,0
Rot-Wei§Essen,CAF,94/95,346
Rot-Wei§Oberhausen,TCD,94/95,182
SCFreiburg,CHI,94/95,120
SCPaderborn07,CHL,94/95,31
Schalke04,CHN,94/95,1359
SpVggGreutherFuerth,COL,94/95,0
SpVggUnterhaching,COM,94/95,0
SSVUlm,COD,94/95,0
StuttgarterKickers,COG,94/95,94
SVDarmstadt98,CRI,94/95,0
TasmaniaBerlin,CIV,94/95,15
TennisBorussiaBerlin,HRV,94/95,85
VfBLeipzig,CUB,94/95,32
VfBStuttgart,CUW,94/95,1806
VfLBochum,CYP,94/95,1109
VfLWolfsburg,CZE,94/95,0
WaldhofMannheim,DNK,94/95,299
Wattenscheid09,DJI,94/95,186
WerderBremen,DMA,94/95,1777
1.FCKaiserslautern,AFG,95/96,1828
1.FCKoeln,ALB,95/96,2028
1.FCNuernberg,DZA,95/96,920
1.FCSaarbruecken,ASM,95/96,202
1.FSVMainz05,AND,95/96,0
1860Muenchen,AGO,95/96,641
1899Hoffenheim,ATG,95/96,0
AlemanniaAachen,ARG,95/96,140
ArminiaBielefeld,ARM,95/96,301
Bayer04Leverkusen,ABW,95/96,867
BayerUerdingen,AUS,95/96,644
BayernMuenchen,AUT,95/96,2293
Blau-Wei§90Berlin,AZE,95/96,36
BorussiaDortmund,BHS,95/96,1738
BorussiaMoenchengladbach,BHR,95/96,2031
BorussiaNeunkirchen,BGD,95/96,109
Darmstadt98,BRB,95/96,86
DynamoDresden,BLR,95/96,132
EintrachtBraunschweig,BEL,95/96,908
EintrachtFrankfurt,BLZ,95/96,1916
EnergieCottbus,BEN,95/96,0
FCAugsburg,BMU,95/96,0
FCHomburg,BTN,95/96,103
FCIngolstadt04,BOL,95/96,0
FCSt.Pauli,BIH,95/96,192
FortunaDuesseldorf,BWA,95/96,1095
FortunaKoeln,BRA,95/96,46
HamburgerSV,VGB,95/96,1937
Hannover96,BRN,95/96,683
HansaRostock,BGR,95/96,90
HerthaBSCBerlin,BFA,95/96,794
KarlsruherSC,BDI,95/96,922
KickersOffenbach,CPV,95/96,368
MeidericherSV,KHM,95/96,176
MSVDuisburg,CMR,95/96,873
Preu§enMuenster,CAN,95/96,34
RBLeipzig,CYM,95/96,0
Rot-Wei§Essen,CAF,95/96,346
Rot-Wei§Oberhausen,TCD,95/96,182
SCFreiburg,CHI,95/96,150
SCPaderborn07,CHL,95/96,31
Schalke04,CHN,95/96,1404
SpVggGreutherFuerth,COL,95/96,0
SpVggUnterhaching,COM,95/96,0
SSVUlm,COD,95/96,0
StuttgarterKickers,COG,95/96,94
SVDarmstadt98,CRI,95/96,0
TasmaniaBerlin,CIV,95/96,15
TennisBorussiaBerlin,HRV,95/96,85
VfBLeipzig,CUB,95/96,32
VfBStuttgart,CUW,95/96,1865
VfLBochum,CYP,95/96,1109
VfLWolfsburg,CZE,95/96,0
WaldhofMannheim,DNK,95/96,299
Wattenscheid09,DJI,95/96,186
WerderBremen,DMA,95/96,1816
1.FCKaiserslautern,AFG,96/97,1828
1.FCKoeln,ALB,96/97,2090
1.FCNuernberg,DZA,96/97,920
1.FCSaarbruecken,ASM,96/97,202
1.FSVMainz05,AND,96/97,0
1860Muenchen,AGO,96/97,697
1899Hoffenheim,ATG,96/97,0
AlemanniaAachen,ARG,96/97,140
ArminiaBielefeld,ARM,96/97,347
Bayer04Leverkusen,ABW,96/97,936
BayerUerdingen,AUS,96/97,644
BayernMuenchen,AUT,96/97,2361
Blau-Wei§90Berlin,AZE,96/97,36
BorussiaDortmund,BHS,96/97,1801
BorussiaMoenchengladbach,BHR,96/97,2077
BorussiaNeunkirchen,BGD,96/97,109
Darmstadt98,BRB,96/97,86
DynamoDresden,BLR,96/97,132
EintrachtBraunschweig,BEL,96/97,908
EintrachtFrankfurt,BLZ,96/97,1916
EnergieCottbus,BEN,96/97,0
FCAugsburg,BMU,96/97,0
FCHomburg,BTN,96/97,103
FCIngolstadt04,BOL,96/97,0
FCSt.Pauli,BIH,96/97,224
FortunaDuesseldorf,BWA,96/97,1121
FortunaKoeln,BRA,96/97,46
HamburgerSV,VGB,96/97,1983
Hannover96,BRN,96/97,683
HansaRostock,BGR,96/97,125
HerthaBSCBerlin,BFA,96/97,794
KarlsruherSC,BDI,96/97,977
KickersOffenbach,CPV,96/97,368
MeidericherSV,KHM,96/97,176
MSVDuisburg,CMR,96/97,917
Preu§enMuenster,CAN,96/97,34
RBLeipzig,CYM,96/97,0
Rot-Wei§Essen,CAF,96/97,346
Rot-Wei§Oberhausen,TCD,96/97,182
SCFreiburg,CHI,96/97,193
SCPaderborn07,CHL,96/97,31
Schalke04,CHN,96/97,1439
SpVggGreutherFuerth,COL,96/97,0
SpVggUnterhaching,COM,96/97,0
SSVUlm,COD,96/97,0
StuttgarterKickers,COG,96/97,94
SVDarmstadt98,CRI,96/97,0
TasmaniaBerlin,CIV,96/97,15
TennisBorussiaBerlin,HRV,96/97,85
VfBLeipzig,CUB,96/97,32
VfBStuttgart,CUW,96/97,1943
VfLBochum,CYP,96/97,1163
VfLWolfsburg,CZE,96/97,0
WaldhofMannheim,DNK,96/97,299
Wattenscheid09,DJI,96/97,186
WerderBremen,DMA,96/97,1869
1.FCKaiserslautern,AFG,97/98,1891
1.FCKoeln,ALB,97/98,2139
1.FCNuernberg,DZA,97/98,920
1.FCSaarbruecken,ASM,97/98,202
1.FSVMainz05,AND,97/98,0
1860Muenchen,AGO,97/98,740
1899Hoffenheim,ATG,97/98,0
AlemanniaAachen,ARG,97/98,140
ArminiaBielefeld,ARM,97/98,390
Bayer04Leverkusen,ABW,97/98,1002
BayerUerdingen,AUS,97/98,644
BayernMuenchen,AUT,97/98,2430
Blau-Wei§90Berlin,AZE,97/98,36
BorussiaDortmund,BHS,97/98,1858
BorussiaMoenchengladbach,BHR,97/98,2131
BorussiaNeunkirchen,BGD,97/98,109
Darmstadt98,BRB,97/98,86
DynamoDresden,BLR,97/98,132
EintrachtBraunschweig,BEL,97/98,908
EintrachtFrankfurt,BLZ,97/98,1916
EnergieCottbus,BEN,97/98,0
FCAugsburg,BMU,97/98,0
FCHomburg,BTN,97/98,103
FCIngolstadt04,BOL,97/98,0
FCSt.Pauli,BIH,97/98,224
FortunaDuesseldorf,BWA,97/98,1121
FortunaKoeln,BRA,97/98,46
HamburgerSV,VGB,97/98,2021
Hannover96,BRN,97/98,683
HansaRostock,BGR,97/98,179
HerthaBSCBerlin,BFA,97/98,835
KarlsruherSC,BDI,97/98,1025
KickersOffenbach,CPV,97/98,368
MeidericherSV,KHM,97/98,176
MSVDuisburg,CMR,97/98,960
Preu§enMuenster,CAN,97/98,34
RBLeipzig,CYM,97/98,0
Rot-Wei§Essen,CAF,97/98,346
Rot-Wei§Oberhausen,TCD,97/98,182
SCFreiburg,CHI,97/98,193
SCPaderborn07,CHL,97/98,31
Schalke04,CHN,97/98,1477
SpVggGreutherFuerth,COL,97/98,0
SpVggUnterhaching,COM,97/98,0
SSVUlm,COD,97/98,0
StuttgarterKickers,COG,97/98,94
SVDarmstadt98,CRI,97/98,0
TasmaniaBerlin,CIV,97/98,15
TennisBorussiaBerlin,HRV,97/98,85
VfBLeipzig,CUB,97/98,32
VfBStuttgart,CUW,97/98,1998
VfLBochum,CYP,97/98,1204
VfLWolfsburg,CZE,97/98,38
WaldhofMannheim,DNK,97/98,299
Wattenscheid09,DJI,97/98,186
WerderBremen,DMA,97/98,1912
1.FCKaiserslautern,AFG,98/99,1942
1.FCKoeln,ALB,98/99,2139
1.FCNuernberg,DZA,98/99,960
1.FCSaarbruecken,ASM,98/99,202
1.FSVMainz05,AND,98/99,0
1860Muenchen,AGO,98/99,789
1899Hoffenheim,ATG,98/99,0
AlemanniaAachen,ARG,98/99,140
ArminiaBielefeld,ARM,98/99,390
Bayer04Leverkusen,ABW,98/99,1063
BayerUerdingen,AUS,98/99,644
BayernMuenchen,AUT,98/99,2506
Blau-Wei§90Berlin,AZE,98/99,36
BorussiaDortmund,BHS,98/99,1906
BorussiaMoenchengladbach,BHR,98/99,2172
BorussiaNeunkirchen,BGD,98/99,109
Darmstadt98,BRB,98/99,86
DynamoDresden,BLR,98/99,132
EintrachtBraunschweig,BEL,98/99,908
EintrachtFrankfurt,BLZ,98/99,1960
EnergieCottbus,BEN,98/99,0
FCAugsburg,BMU,98/99,0
FCHomburg,BTN,98/99,103
FCIngolstadt04,BOL,98/99,0
FCSt.Pauli,BIH,98/99,224
FortunaDuesseldorf,BWA,98/99,1121
FortunaKoeln,BRA,98/99,46
HamburgerSV,VGB,98/99,2068
Hannover96,BRN,98/99,683
HansaRostock,BGR,98/99,228
HerthaBSCBerlin,BFA,98/99,894
KarlsruherSC,BDI,98/99,1025
KickersOffenbach,CPV,98/99,368
MeidericherSV,KHM,98/99,176
MSVDuisburg,CMR,98/99,1008
Preu§enMuenster,CAN,98/99,34
RBLeipzig,CYM,98/99,0
Rot-Wei§Essen,CAF,98/99,346
Rot-Wei§Oberhausen,TCD,98/99,182
SCFreiburg,CHI,98/99,229
SCPaderborn07,CHL,98/99,31
Schalke04,CHN,98/99,1518
SpVggGreutherFuerth,COL,98/99,0
SpVggUnterhaching,COM,98/99,0
SSVUlm,COD,98/99,0
StuttgarterKickers,COG,98/99,94
SVDarmstadt98,CRI,98/99,0
TasmaniaBerlin,CIV,98/99,15
TennisBorussiaBerlin,HRV,98/99,85
VfBLeipzig,CUB,98/99,32
VfBStuttgart,CUW,98/99,2039
VfLBochum,CYP,98/99,1244
VfLWolfsburg,CZE,98/99,92
WaldhofMannheim,DNK,98/99,299
Wattenscheid09,DJI,98/99,186
WerderBremen,DMA,98/99,1953
1.FCKaiserslautern,AFG,99/00,1996
1.FCKoeln,ALB,99/00,2139
1.FCNuernberg,DZA,99/00,960
1.FCSaarbruecken,ASM,99/00,202
1.FSVMainz05,AND,99/00,0
1860Muenchen,AGO,99/00,844
1899Hoffenheim,ATG,99/00,0
AlemanniaAachen,ARG,99/00,140
ArminiaBielefeld,ARM,99/00,430
Bayer04Leverkusen,ABW,99/00,1137
BayerUerdingen,AUS,99/00,644
BayernMuenchen,AUT,99/00,2579
Blau-Wei§90Berlin,AZE,99/00,36
BorussiaDortmund,BHS,99/00,1947
BorussiaMoenchengladbach,BHR,99/00,2172
BorussiaNeunkirchen,BGD,99/00,109
Darmstadt98,BRB,99/00,86
DynamoDresden,BLR,99/00,132
EintrachtBraunschweig,BEL,99/00,908
EintrachtFrankfurt,BLZ,99/00,2002
EnergieCottbus,BEN,99/00,0
FCAugsburg,BMU,99/00,0
FCHomburg,BTN,99/00,103
FCIngolstadt04,BOL,99/00,0
FCSt.Pauli,BIH,99/00,224
FortunaDuesseldorf,BWA,99/00,1121
FortunaKoeln,BRA,99/00,46
HamburgerSV,VGB,99/00,2131
Hannover96,BRN,99/00,683
HansaRostock,BGR,99/00,272
HerthaBSCBerlin,BFA,99/00,933
KarlsruherSC,BDI,99/00,1025
KickersOffenbach,CPV,99/00,368
MeidericherSV,KHM,99/00,176
MSVDuisburg,CMR,99/00,1045
Preu§enMuenster,CAN,99/00,34
RBLeipzig,CYM,99/00,0
Rot-Wei§Essen,CAF,99/00,346
Rot-Wei§Oberhausen,TCD,99/00,182
SCFreiburg,CHI,99/00,274
SCPaderborn07,CHL,99/00,31
Schalke04,CHN,99/00,1560
SpVggGreutherFuerth,COL,99/00,0
SpVggUnterhaching,COM,99/00,40
SSVUlm,COD,99/00,36
StuttgarterKickers,COG,99/00,94
SVDarmstadt98,CRI,99/00,0
TasmaniaBerlin,CIV,99/00,15
TennisBorussiaBerlin,HRV,99/00,85
VfBLeipzig,CUB,99/00,32
VfBStuttgart,CUW,99/00,2083
VfLBochum,CYP,99/00,1244
VfLWolfsburg,CZE,99/00,143
WaldhofMannheim,DNK,99/00,299
Wattenscheid09,DJI,99/00,186
WerderBremen,DMA,99/00,2018
1.FCKaiserslautern,AFG,00/01,2045
1.FCKoeln,ALB,00/01,2198
1.FCNuernberg,DZA,00/01,994
1.FCSaarbruecken,ASM,00/01,202
1.FSVMainz05,AND,00/01,0
1860Muenchen,AGO,00/01,887
1899Hoffenheim,ATG,00/01,0
AlemanniaAachen,ARG,00/01,140
ArminiaBielefeld,ARM,00/01,430
Bayer04Leverkusen,ABW,00/01,1191
BayerUerdingen,AUS,00/01,644
BayernMuenchen,AUT,00/01,2641
Blau-Wei§90Berlin,AZE,00/01,36
BorussiaDortmund,BHS,00/01,2009
BorussiaMoenchengladbach,BHR,00/01,2172
BorussiaNeunkirchen,BGD,00/01,109
Darmstadt98,BRB,00/01,86
DynamoDresden,BLR,00/01,132
EintrachtBraunschweig,BEL,00/01,908
EintrachtFrankfurt,BLZ,00/01,2043
EnergieCottbus,BEN,00/01,38
FCAugsburg,BMU,00/01,0
FCHomburg,BTN,00/01,103
FCIngolstadt04,BOL,00/01,0
FCSt.Pauli,BIH,00/01,224
FortunaDuesseldorf,BWA,00/01,1121
FortunaKoeln,BRA,00/01,46
HamburgerSV,VGB,00/01,2189
Hannover96,BRN,00/01,683
HansaRostock,BGR,00/01,306
HerthaBSCBerlin,BFA,00/01,991
KarlsruherSC,BDI,00/01,1025
KickersOffenbach,CPV,00/01,368
MeidericherSV,KHM,00/01,176
MSVDuisburg,CMR,00/01,1045
Preu§enMuenster,CAN,00/01,34
RBLeipzig,CYM,00/01,0
Rot-Wei§Essen,CAF,00/01,346
